Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series A - 3YOURMIND,https://www.crunchbase.com/funding_round/3yourmind-gmbh-series-a--bcfc49a5,3YOURMIND,https://www.crunchbase.com/organization/3yourmind-gmbh,Series A,"Berlin, Berlin, Germany, Europe",5500000,USD,5500000,2020-09-07,Early Stage Venture,,,,Yes,"Automation software to manage additive manufacturing part selection, ordering and production workflows for Industry 4.0.","3D Printing, 3D Technology, Enterprise Software, Industrial Manufacturing, Manufacturing, Software",,http://www.3yourmind.com,Less than $1M,27359690,USD,27359690,Early Stage Venture,6,EnBW New Ventures,5,1,"AM Ventures, coparion, EnBW New Ventures, TRUMPF Venture, UVC Partners","229,436"
Seed Round - 7Learnings,https://www.crunchbase.com/funding_round/7learnings-seed--e1096ca9,7Learnings,https://www.crunchbase.com/organization/7learnings,Seed,"Berlin, Berlin, Germany, Europe",,,,2020-06-26,Seed,,,,Yes,Price Optimization SaaS for online retailers,"B2B, E-Commerce, SaaS, Software",,http://7Learnings.com,$1M to $10M,4000000,EUR,4175579,Seed,2,,2,,"Elmar Broscheit, HTGF | High-Tech Gruenderfonds","149,967"
Seed Round - Acapela,https://www.crunchbase.com/funding_round/acapela-seed--54e89be5,Acapela,https://www.crunchbase.com/organization/acapela,Seed,"Berlin, Berlin, Germany, Europe",3000000,USD,3000000,2020-10-22,Seed,,,,Yes,"Acapela lets you take control of your notifications. Capture, filter and action them all from one place. Unblock your team twice as fast.","Email, Real Time, Web Apps",,https://acape.la,$1M to $10M,3000000,USD,3000000,Seed,1,Visionaries Club,3,,"Christian Reber, Taavet Hinrikus, Visionaries Club","120,830"
Seed Round - Actio,https://www.crunchbase.com/funding_round/actio-401c-seed--339594b8,Actio,https://www.crunchbase.com/organization/actio-401c,Seed,"Berlin, Berlin, Germany, Europe",8500000,EUR,10366764,2020-12-16,Seed,,,,Yes,Actio connects you to real coaches and a global community,"Communities, Mobile Apps, Social Network",,https://actio.com,$1B to $10B,10000000,EUR,12180001,Seed,2,"Cavalry Ventures, HV Capital",13,3,"Cavalry Ventures, Discovery Ventures, Doreen Huber, Fabian Siegel, Heal Capital, HV Capital, Jan Deepen, Karl Moritz Hermann, Marcel Doeppes, Stefan Jeschonnek, Tassilo Ippenberger, Thomas Benedix, Udo Schloemer","104,008"
Series E - Adrenomed,https://www.crunchbase.com/funding_round/adrenomed-ag-series-e--4f9a8f04,Adrenomed,https://www.crunchbase.com/organization/adrenomed-ag,Series E,"Berlin, Berlin, Germany, Europe",22200000,EUR,26501134,2020-11-30,Late Stage Venture,,,,Yes,"Adrenomed is a privately-financed, clinical-stage biopharmaceutical company.","Biotechnology, Medical, Pharmaceutical",,http://www.adrenomed.com,$1M to $10M,49114581,EUR,56828268,Late Stage Venture,7,"HBM Healthcare Investments, Wellington Partners",2,,"HBM Healthcare Investments, Wellington Partners","265,999"
Series D - Adrenomed,https://www.crunchbase.com/funding_round/adrenomed-ag-series-d--c092d3ec,Adrenomed,https://www.crunchbase.com/organization/adrenomed-ag,Series D,"Berlin, Berlin, Germany, Europe",1414581,EUR,1527584,2020-05-06,Late Stage Venture,,,,Yes,"Adrenomed is a privately-financed, clinical-stage biopharmaceutical company.","Biotechnology, Medical, Pharmaceutical",,http://www.adrenomed.com,$1M to $10M,49114581,EUR,56828268,Late Stage Venture,7,,1,,HBM Healthcare Investments,"370,040"
Convertible Note - Adrenomed,https://www.crunchbase.com/funding_round/adrenomed-ag-convertible-note--67fdd01f,Adrenomed,https://www.crunchbase.com/organization/adrenomed-ag,Convertible Note,"Berlin, Berlin, Germany, Europe",1500000,EUR,1686329,2020-06-17,,,,,No,"Adrenomed is a privately-financed, clinical-stage biopharmaceutical company.","Biotechnology, Medical, Pharmaceutical",,http://www.adrenomed.com,$1M to $10M,49114581,EUR,56828268,Late Stage Venture,7,,1,,HBM Healthcare Investments,"504,471"
Seed Round - Advanced Blockchain,https://www.crunchbase.com/funding_round/advanced-blockchain-seed--f6ff2c97,Advanced Blockchain,https://www.crunchbase.com/organization/advanced-blockchain,Seed,"Berlin, Berlin, Germany, Europe",,,,2020-01-20,Seed,,,,Yes,We invest in early stage companies and help them grow by providing technical and operational resources to support them.,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Finance, Information Technology, Internet, Software, Venture Capital",,https://www.advancedblockchain.com,$1M to $10M,,,,Early Stage Venture,4,,1,,Florian Reike,"338,286"
Seed Round - Agranimo,https://www.crunchbase.com/funding_round/agranimo-seed--424a1a4d,Agranimo,https://www.crunchbase.com/organization/agranimo,Seed,"Berlin, Berlin, Germany, Europe",2380840,USD,2380840,2020-06-30,Seed,,,,Yes,Agranimo helps improve profitability and eradicate food waste in the fresh produce supply chain.,"Agriculture, Internet, Software",,https://www.agranimo.com/,$1M to $10M,2491754,USD,2491754,Seed,4,,,,,"587,193"
Seed Round - Aignostics,https://www.crunchbase.com/funding_round/aignostics-seed--c0972f5e,Aignostics,https://www.crunchbase.com/organization/aignostics,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5952523,2020-08-28,Seed,,,,Yes,Aignostics is an AI-powered precision diagnostics focused on pathology to assist with drug development and clinical research.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Software",,http://www.aignostics.com,$100M to $500M,54841427,USD,54841427,Early Stage Venture,5,Boehringer Ingelheim Venture Fund,4,1,"Boehringer Ingelheim Venture Fund, Future Capital, HTGF | High-Tech Gruenderfonds, IBB Ventures","666,458"
Seed Round - Airfarm,https://www.crunchbase.com/funding_round/airfarm-seed--b4bb1773,Airfarm,https://www.crunchbase.com/organization/airfarm,Seed,"Berlin, Berlin, Germany, Europe",,,,2020-10-08,Seed,,,,Yes,Airfarm is a mobile app for the agricultural industry.,"Agriculture, Apps, Farming, Information Technology, Mobile Apps",,https://airfarm.io/,,,,,Seed,3,,1,1,Tet Ventures,"309,673"
Grant - Airteam Aerial Intelligence,https://www.crunchbase.com/funding_round/airteam-grant--7c8d8425,Airteam Aerial Intelligence,https://www.crunchbase.com/organization/airteam,Grant,"Berlin, Berlin, Germany, Europe",950000,EUR,1101572,2020-07-23,,,,,No,Airteam is an AI-powered software that converts aerial data from drones into CAD models.,"Artificial Intelligence (AI), Construction, Software, Solar",,https://airteam.ai/,$1M to $10M,2300000,EUR,2661026,Seed,5,,1,,IBB Ventures,"293,355"
Grant - Airteam Aerial Intelligence,https://www.crunchbase.com/funding_round/airteam-grant--1f0d16c1,Airteam Aerial Intelligence,https://www.crunchbase.com/organization/airteam,Grant,"Berlin, Berlin, Germany, Europe",150000,EUR,162843,2020-04-21,,,,,No,Airteam is an AI-powered software that converts aerial data from drones into CAD models.,"Artificial Intelligence (AI), Construction, Software, Solar",,https://airteam.ai/,$1M to $10M,2300000,EUR,2661026,Seed,5,,1,,Karlsruhe Institute of Technology,"390,012"
Pre Seed Round - AIVITEX,https://www.crunchbase.com/funding_round/aivitex-pre-seed--df65f45d,AIVITEX,https://www.crunchbase.com/organization/aivitex,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2020-11-30,Seed,,,,Yes,We enable frontline workers to replace on-site visits with a video-aided software and to combine it with typical workflows.,Software,"Women Founded, Women Led",https://aivitex.com/en,,,,,Seed,2,,,,,"344,410"
Pre Seed Round - Aivy,https://www.crunchbase.com/funding_round/aivy-ee53-pre-seed--3b1d9985,Aivy,https://www.crunchbase.com/organization/aivy-ee53,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,EUR,541888,2020-05-10,Seed,,,,Yes,Scientific Diagnostic-SaaS that helps HR to achieve a 5x better pre-selection and avoid 30 % of their bad hires before the first interview.,"Artificial Intelligence (AI), Human Resources, Machine Learning, Mobile Apps, Psychology, SaaS",,https://www.aivy.app,Less than $1M,2158000,EUR,2278501,Seed,5,,,,,"368,214"
Pre Seed Round - Amie,https://www.crunchbase.com/funding_round/amie-0119-pre-seed--7180cb22,Amie,https://www.crunchbase.com/organization/amie-0119,Pre-Seed,"Berlin, Berlin, Germany, Europe",1300000,USD,1300000,2020-07-09,Seed,,,,Yes,The joyful productivity app,"Productivity Tools, Software",,https://amie.so/,$1M to $10M,8300000,USD,8300000,Seed,3,Creandum,7,1,"Creandum, Laura Grimmelmann, Nicolas Kopp, Roland Grenke, Sven Ahrens, Tiny VC, Zach Smith","629,296"
Seed Round - Anytype,https://www.crunchbase.com/funding_round/anytype-seed--33311f1b,Anytype,https://www.crunchbase.com/organization/anytype,Seed,"Berlin, Berlin, Germany, Europe",1200000,USD,1200000,2020-03-12,Seed,,,,Yes,Anytype is a developer of file storage software for Web3 that is intended to provide a secure location for digital content.,"Blockchain, Operating Systems, Software",,https://anytype.io,$1B to $10B,14684858,USD,14684858,Early Stage Venture,6,,12,,"Acequia Capital (AceCap), Alex MacCaw, AltaIR Capital, Ash Egan, Charlie Songhurst, Declan Kelly, Jag Singh, Jeremy Yap, Jesse Clayburgh, s16vc, System.One, Tiny VC","140,338"
