Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Seed Round - 24metrics,https://www.crunchbase.com/funding_round/24metrics-seed--dd8b410d,24metrics,https://www.crunchbase.com/organization/24metrics,Seed,"Berlin, Berlin, Germany, Europe",1300000,EUR,1455148,2019-06-01,Seed,,,,Yes,A.I powered Cybersecurity with built in Prevention Features to stop Threats / Fraud before they happen.,"Artificial Intelligence (AI), Big Data, Cyber Security, Internet, Marketing, SaaS, Software",,https://www.24metrics.com,,1300000,EUR,1455148,Seed,1,,,,,"594,132"
Grant - 3YOURMIND,https://www.crunchbase.com/funding_round/3yourmind-gmbh-grant--abf93079,3YOURMIND,https://www.crunchbase.com/organization/3yourmind-gmbh,Grant,"Berlin, Berlin, Germany, Europe",1300000,EUR,1459690,2019-07-19,,,,,No,"Automation software to manage additive manufacturing part selection, ordering and production workflows for Industry 4.0.","3D Printing, 3D Technology, Enterprise Software, Industrial Manufacturing, Manufacturing, Software",,http://www.3yourmind.com,Less than $1M,27359690,USD,27359690,Early Stage Venture,6,Investitionsbank Berlin,1,,Investitionsbank Berlin,"280,034"
Grant - 7scientists,https://www.crunchbase.com/funding_round/7scientists-grant--e635f55f,7scientists,https://www.crunchbase.com/organization/7scientists,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,81868,2019-01-01,,,,,No,7scientists current academic research findings into practical solutions.,"Biotechnology, Education, Information Technology",,https://www.7scientists.com,$1M to $10M,71429,EUR,81868,,1,,1,,EASME,"285,232"
Series A - Acatus,https://www.crunchbase.com/funding_round/acatus-series-a--6882d2b1,Acatus,https://www.crunchbase.com/organization/acatus,Series A,"Berlin, Berlin, Germany, Europe",1500000,EUR,1655220,2019-11-11,Early Stage Venture,,,,Yes,Acatus is a financial services company that offers a debt capital markets platform for banks and other organizations.,"Banking, Financial Services, FinTech, Information Technology",,https://acatus.com/,Less than $1M,1500000,EUR,1655220,M&A,2,DIP Capital,5,1,"Berliner Effektengesellschaft, Berliner Volksbank Ventures, DIP Capital, Partech, Redstone.VC","405,299"
Series E - Adjust,https://www.crunchbase.com/funding_round/adjust-bi-series-e--b9bbd924,Adjust,https://www.crunchbase.com/organization/adjust-bi,Series E,"Berlin, Berlin, Germany, Europe",227000000,USD,227000000,2019-06-12,Late Stage Venture,,,,Yes,"Adjust, an AppLovin (NASDAQ: APP) company, is trusted by marketers around the world to measure and grow their apps across platforms.","Analytics, App Marketing, Apps, Marketing Automation, Mobile Advertising, Software",,https://www.adjust.com/,$100M to $500M,255910525,USD,255910525,M&A,6,"Eurazeo, Highland Europe",5,3,"Elysium Venture Capital, Eurazeo, Highland Europe, Morgan Stanley Alternative Investment Partners, Sofina","312,108"
Convertible Note - Agranimo,https://www.crunchbase.com/funding_round/agranimo-convertible-note--88318be6,Agranimo,https://www.crunchbase.com/organization/agranimo,Convertible Note,"Berlin, Berlin, Germany, Europe",100000,EUR,110914,2019-08-21,,,,,No,Agranimo helps improve profitability and eradicate food waste in the fresh produce supply chain.,"Agriculture, Internet, Software",,https://www.agranimo.com/,$1M to $10M,2491754,USD,2491754,Seed,4,Rockstart,1,,Rockstart,"145,720"
Seed Round - AICURA medical,https://www.crunchbase.com/funding_round/aicura-medical-seed--f53572ce,AICURA medical,https://www.crunchbase.com/organization/aicura-medical,Seed,"Berlin, Berlin, Germany, Europe",,,,2019-12-01,Seed,,,,Yes,AICURA medical provides a platform and tools that are used to improve and enable personalized medicine innovation.,"Health Care, Medical, Medical Device, Precision Medicine, Software",,https://aicura-medical.com/,Less than $1M,500000,EUR,588166,Seed,3,,,,,"85,021"
Pre Seed Round - Aignostics,https://www.crunchbase.com/funding_round/aignostics-pre-seed--b21a9239,Aignostics,https://www.crunchbase.com/organization/aignostics,Pre-Seed,"Berlin, Berlin, Germany, Europe",600000,EUR,673500,2019-04-04,Seed,,,,Yes,Aignostics is an AI-powered precision diagnostics focused on pathology to assist with drug development and clinical research.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Software",,http://www.aignostics.com,$100M to $500M,54841427,USD,54841427,Early Stage Venture,5,,,,,"123,559"
Seed Round - AiSight,https://www.crunchbase.com/funding_round/aisight-seed--fc9979b8,AiSight,https://www.crunchbase.com/organization/aisight,Seed,"Berlin, Berlin, Germany, Europe",2500000,USD,2500000,2019-10-04,Seed,,,,Yes,Automating machine diagnostics for manufacturing,"Artificial Intelligence (AI), Hardware, Internet of Things, Machine Learning, Manufacturing, SaaS, Sensor, Software",,https://aisight.de,$1M to $10M,3461000,USD,3461000,M&A,4,Merus Capital,3,4,"HAX, Merus Capital, SOSV","247,188"
Seed Round - Aitme,https://www.crunchbase.com/funding_round/aitme-seed--82a1f14f,Aitme,https://www.crunchbase.com/organization/aitme,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,3323724,2019-08-01,Seed,,,,Yes,Fully automated Robotic Kitchen,"Food and Beverage, Robotics, Software",,http://www.aitme.com,$1M to $10M,12323724,USD,12323724,M&A,2,,4,,"FoodLabs, Global Founders Capital, La Famiglia, Vorwerk Ventures","581,456"
