Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series A - 4stop,https://www.crunchbase.com/funding_round/4stop-series-a--a4881cee,4stop,https://www.crunchbase.com/organization/4stop,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",2500000,EUR,2801821,2019-05-15,Early Stage Venture,,,,Yes,"4Stop provides global KYC, compliance and anti–fraud solutions.","Fraud Detection, Information Services, Information Technology",,https://4stop.com,$1M to $10M,2500000,EUR,2801821,M&A,1,Ventech,1,1,Ventech,"636,722"
Convertible Note - aiconix GmbH,https://www.crunchbase.com/funding_round/aiconix-ai-convertible-note--b4c40485,aiconix GmbH,https://www.crunchbase.com/organization/aiconix-ai,Convertible Note,"Köln, Nordrhein-Westfalen, Germany, Europe",,EUR,,2019-06-17,,,,,No,aiconix.ai relies on artificial intelligence in the area of ​​video optimization.,"Analytics, Artificial Intelligence (AI), Machine Learning, Media and Entertainment, SaaS, Software, Speech Recognition",,http://www.aiconix.ai/,$1M to $10M,2323157,EUR,2686703,Private Equity,9,,,,,"334,083"
Pre Seed Round - aiconix GmbH,https://www.crunchbase.com/funding_round/aiconix-ai-pre-seed--4d7b94be,aiconix GmbH,https://www.crunchbase.com/organization/aiconix-ai,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",300000,EUR,332572,2019-08-28,Seed,,,,Yes,aiconix.ai relies on artificial intelligence in the area of ​​video optimization.,"Analytics, Artificial Intelligence (AI), Machine Learning, Media and Entertainment, SaaS, Software, Speech Recognition",,http://www.aiconix.ai/,$1M to $10M,2323157,EUR,2686703,Private Equity,9,,,,,"355,628"
Seed Round - AutLay,https://www.crunchbase.com/funding_round/autlay-seed--e6380702,AutLay,https://www.crunchbase.com/organization/autlay,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2019-05-22,Seed,,,,Yes,"AutLay offers online software as a service for print a catalogs, brochures & eCommerce.","Document Management, E-Commerce, Printing, SaaS, Software",,https://www.autlay.com/,,,,,Seed,2,Crew Ventures,1,,Crew Ventures,"370,969"
Pre Seed Round - Buynomics,https://www.crunchbase.com/funding_round/buynomics-pre-seed--a1532d65,Buynomics,https://www.crunchbase.com/organization/buynomics,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2019-09-01,Seed,,,,Yes,End-to-end revenue optimization,"Machine Learning, SaaS, Software",,https://www.buynomics.com/,$1M to $10M,16064749,USD,16064749,Early Stage Venture,3,DvH Ventures,2,3,"DvH Ventures, Tomahawk.VC","13,364"
Seed Round - candidate select,https://www.crunchbase.com/funding_round/candidate-select-seed--23830e49,candidate select,https://www.crunchbase.com/organization/candidate-select,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1050000,EUR,1195582,2019-06-22,Seed,,,,Yes,"case uses context information and its own algorithm to make educational degrees comparable across institutions, subjects and countries.","Analytics, Artificial Intelligence (AI), Human Resources, Information Technology, Recruiting",,https://www.candidate-select.com,$1M to $10M,2673000,EUR,3004637,Seed,5,Rolf Schromgens,1,,Rolf Schromgens,"314,768"
Series A - Cannamedical Pharma,https://www.crunchbase.com/funding_round/cannamedical-series-a--43176a7f,Cannamedical Pharma,https://www.crunchbase.com/organization/cannamedical,Series A,"Köln, Nordrhein-Westfalen, Germany, Europe",15000000,EUR,17172256,2019-01-31,Early Stage Venture,,,,Yes,Cannamedical Pharma is an independent medical cannabis wholesalers in the European Union.,"Cannabis, Health Care, Medical, Pharmaceutical",,https://cannamedical.com,$1M to $10M,15000000,EUR,17172256,Early Stage Venture,1,Orkila Capital,1,,Orkila Capital,"265,725"
Seed Round - Enermeter,https://www.crunchbase.com/funding_round/enermeter-gmbh-seed--3116ca5d,Enermeter,https://www.crunchbase.com/organization/enermeter-gmbh,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2019-01-18,Seed,,,,Yes,Enermeter is a software for energy management to reduce energy consumption and increase efficiency.,"Energy, Information Technology, Renewable Energy, Software",,https://www.enermeter.de/,,,,,Seed,1,M-VC Europe Ltd.,1,,M-VC Europe Ltd.,"353,112"
Series A - envelio,https://www.crunchbase.com/funding_round/envelio-series-a--cf6e83d5,envelio,https://www.crunchbase.com/organization/envelio,Series A,"Köln, Nordrhein-Westfalen, Germany, Europe",6000000,EUR,6710073,2019-12-12,Early Stage Venture,,,,Yes,envelio is a cloud based smart grid platform.,"Analytics, Artificial Intelligence (AI), Cloud Computing, Electrical Distribution, Enterprise Software, Machine Learning, Power Grid, SaaS, Smart Cities, Software",,https://envelio.com,$1M to $10M,7071429,EUR,7945711,M&A,3,eCAPITAL ENTREPRENEURIAL PARTNERS,3,2,"Demeter, eCAPITAL ENTREPRENEURIAL PARTNERS, HTGF | High-Tech Gruenderfonds","332,929"
Grant - envelio,https://www.crunchbase.com/funding_round/envelio-grant--581b2763,envelio,https://www.crunchbase.com/organization/envelio,Grant,"Köln, Nordrhein-Westfalen, Germany, Europe",71429,EUR,81868,2019-01-01,,,,,No,envelio is a cloud based smart grid platform.,"Analytics, Artificial Intelligence (AI), Cloud Computing, Electrical Distribution, Enterprise Software, Machine Learning, Power Grid, SaaS, Smart Cities, Software",,https://envelio.com,$1M to $10M,7071429,EUR,7945711,M&A,3,,1,,EASME,"380,256"
Series A - Flowtify,https://www.crunchbase.com/funding_round/flowtify-series-a--98846bbf,Flowtify,https://www.crunchbase.com/organization/flowtify,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2019-03-07,Early Stage Venture,,,,Yes,Flowtify develops and operates a hygiene and quality management platform and application for food service industry.,"Food Processing, Information Technology, Internet of Things, Software",,http://www.flowtify.de/,Less than $1M,120000,USD,120000,Early Stage Venture,3,TUV SUD,1,,TUV SUD,"427,323"
