Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Pre Seed Round - AcceleratorMatch,https://www.crunchbase.com/funding_round/acceleratormatch-pre-seed--a1ce392c,AcceleratorMatch,https://www.crunchbase.com/organization/acceleratormatch,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2023-02-01,Seed,,,,Yes,"Accelerator applications, on auto-pilot.","Information Technology, Service Industry, Software",,http://acceleratormatch.io,,,,,Seed,1,,,,,"31,493"
Series A - aedifion,https://www.crunchbase.com/funding_round/aedifion-series-a--ea1ba0f5,aedifion,https://www.crunchbase.com/organization/aedifion,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",12000000,EUR,12846645,2023-01-01,Early Stage Venture,,,,Yes,"Buildings Simply Made Better: The AI-based cloud platform enables us to reduce energy waste, CO2 emissions and operating costs of buildings.","Cloud Data Services, Software",,https://www.aedifion.com/,$1M to $10M,12000000,EUR,12846645,Early Stage Venture,4,"BeyondBuild, World Fund",7,2,"Bauwens Digital, BeyondBuild, BitStone Capital, Drees & Sommer AG, MOMENI Ventures, Phoenix Contact Innovation Ventures, World Fund","579,344"
Pre Seed Round - Alpha Sophia,https://www.crunchbase.com/funding_round/alpha-sophia-pre-seed--3a97578e,Alpha Sophia,https://www.crunchbase.com/organization/alpha-sophia,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,USD,1000000,2023-05-09,Seed,,,,Yes,SaaS Healthcare Commercial Intelligence,"Hospital, Information Technology, Life Science, Medical Device, Pharmaceutical, Software",,https://www.alphasophia.com/,,1000000,USD,1000000,Seed,1,,,,,"154,649"
Angel Round - apadua,https://www.crunchbase.com/funding_round/apadua-angel--7e5452cf,apadua,https://www.crunchbase.com/organization/apadua,Angel,"Cologne, Nordrhein-Westfalen, Germany, Europe",600000,USD,600000,2023-01-20,Seed,3000000,USD,3000000,Yes,"SaaS, B2B, AI, Platform, ProcureTech, Procurement, Professional Services, Market Intelligence, Project Performance Monitoring","B2B, Information Technology, Internet, Management Consulting, Project Management, SaaS, Software",,http://www.apadua.com,Less than $1M,600000,USD,600000,Seed,1,,7,,"Christian Portz, Holger Felgner, Manuel Mueller, Martina Pfeifer, Michala Rudorfer, Sebastian Mertes, Thomas Klews","23,003"
Private Equity Round - Appmatics,https://www.crunchbase.com/funding_round/appmatics-private-equity--6a85bc18,Appmatics,https://www.crunchbase.com/organization/appmatics,Private Equity,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2023-09-07,Private Equity,,,,Yes,Appmatics provides manual and automated web and app testing services.,"Information Technology, Mobile Apps, Test and Measurement",,https://www.appmatics.de,$1M to $10M,,,,Private Equity,1,Hannover Finanz,1,,Hannover Finanz,"149,037"
Seed Round - AuditOne,https://www.crunchbase.com/funding_round/auditone-9d84-seed--23dee0d2,AuditOne,https://www.crunchbase.com/organization/auditone-9d84,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",800000,EUR,863880,2023-12-12,Seed,,,,Yes,AuditOne is an audit platform that facilitates seamless smart contracts audit process as well as offers Web3-based verification services.,"Blockchain, Cyber Security, Information Technology, Productivity Tools, Security, Smart Contracts, Software, Web3",,https://www.auditone.io/,$1M to $10M,800000,EUR,863880,Seed,1,HTGF | High-Tech Gruenderfonds,3,1,"Florian von Bodman, HTGF | High-Tech Gruenderfonds, Sebastian Herzog","82,722"
Series A - bezahl.de,https://www.crunchbase.com/funding_round/bezahl-series-a--808b5bac,bezahl.de,https://www.crunchbase.com/organization/bezahl,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",11000000,EUR,11603669,2023-03-07,Early Stage Venture,,,,Yes,NX Technologies provides digital and automated payment management and solutions.,"Financial Services, Mobile Payments, Payments",,https://www.bezahl.de,$10M to $50M,38000000,EUR,41384068,Early Stage Venture,3,Motive Ventures,6,1,"Carcharodon Capital, Ingo Weber, Motive Partners, Motive Ventures, Rolf Christof Dienst, Wessel Management","194,714"
Pre Seed Round - bNear,https://www.crunchbase.com/funding_round/bnear-pre-seed--3ffb6e1e,bNear,https://www.crunchbase.com/organization/bnear,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2023-05-30,Seed,,,,Yes,"SaaS, Enterprise Software, New Work",Software,,https://www.bNear.io,,700000,EUR,688053,Seed,2,,3,,"allygatr, Flossbach von Storch, NRW.BANK","107,838"
Seed Round - Certif-ID International GmbH,https://www.crunchbase.com/funding_round/certif-id-international-gbr-seed--332b0320,Certif-ID International GmbH,https://www.crunchbase.com/organization/certif-id-international-gbr,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1600000,EUR,1747171,2023-04-06,Seed,,,,Yes,Certif-ID is a ‘Future of Work’ platform connecting education to technical skills employment.,"Blockchain, Education, Human Resources",,https://certif-id.com/,$1M to $10M,1600000,EUR,1747171,Seed,2,NRW.BANK,5,,"Andreas Weinberger, Jörg Will, Malte Pollmann, Michael Bernhoerster, NRW.BANK","30,811"
Seed Round - Colonia,https://www.crunchbase.com/funding_round/colonia-seed--54125b9d,Colonia,https://www.crunchbase.com/organization/colonia,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",6000000,EUR,6545852,2023-06-26,Seed,,,,Yes,Colonia is a logistics company that brings all global trucks and trailers into one shared fleet.,Logistics,,https://www.colonia.tech,,6000000,EUR,6545852,Seed,2,"Atlantic Labs, Octopus Ventures",8,1,"Atlantic Labs, FlixBus, Grover, Hoyer, MobilityFund, Octopus Ventures, Plug and Play, vent.io","222,417"
