Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Pre Seed Round - aiconix GmbH,https://www.crunchbase.com/funding_round/aiconix-ai-pre-seed--66867862,aiconix GmbH,https://www.crunchbase.com/organization/aiconix-ai,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",450000,EUR,522527,2018-09-28,Seed,1800000,EUR,2090107,Yes,aiconix.ai relies on artificial intelligence in the area of ​​video optimization.,"Analytics, Artificial Intelligence (AI), Machine Learning, Media and Entertainment, SaaS, Software, Speech Recognition",,http://www.aiconix.ai/,$1M to $10M,2323157,EUR,2686703,Private Equity,9,,,,,"369,163"
Pre Seed Round - aiconix GmbH,https://www.crunchbase.com/funding_round/aiconix-ai-pre-seed--e1e1e602,aiconix GmbH,https://www.crunchbase.com/organization/aiconix-ai,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",50000,EUR,58333,2018-06-22,Seed,,,,Yes,aiconix.ai relies on artificial intelligence in the area of ​​video optimization.,"Analytics, Artificial Intelligence (AI), Machine Learning, Media and Entertainment, SaaS, Software, Speech Recognition",,http://www.aiconix.ai/,$1M to $10M,2323157,EUR,2686703,Private Equity,9,Next Media Accelerator,1,,Next Media Accelerator,"410,404"
Grant - aiconix GmbH,https://www.crunchbase.com/funding_round/aiconix-ai-grant--6a013e77,aiconix GmbH,https://www.crunchbase.com/organization/aiconix-ai,Grant,"Köln, Nordrhein-Westfalen, Germany, Europe",148157,EUR,172742,2018-07-03,,,,,No,aiconix.ai relies on artificial intelligence in the area of ​​video optimization.,"Analytics, Artificial Intelligence (AI), Machine Learning, Media and Entertainment, SaaS, Software, Speech Recognition",,http://www.aiconix.ai/,$1M to $10M,2323157,EUR,2686703,Private Equity,9,,1,,IFB Innovationsstarter,"557,745"
Pre Seed Round - Banking One,https://www.crunchbase.com/funding_round/banking-one-pre-seed--6a9580cf,Banking One,https://www.crunchbase.com/organization/banking-one,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",90000,EUR,110401,2018-01-15,Seed,,,,Yes,Predictive Analytics for banks - we predict which customer is interested in what financial product.,"Banking, Big Data, Financial Services, FinTech, Insurance",,https://b1ai.com,Less than $1M,90000,EUR,110401,Seed,1,,2,,"Benedikt Kraus, NRW.BANK","231,423"
Venture Round - BetterDoc,https://www.crunchbase.com/funding_round/betterdoc-series-unknown--1e565c3f,BetterDoc,https://www.crunchbase.com/organization/betterdoc,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-10-10,,,,,Yes,BetterDoc helps patients to get the RIGHT medical treatment for their individual health problem by the BEST doctor.,"Health Care, Medical, Medical Device",,https://www.betterdoc.org,$1M to $10M,,,,,2,,1,,Heartbeat Labs,"402,125"
Seed Round - Brickspaces,https://www.crunchbase.com/funding_round/brickspaces-seed--e40cdb39,Brickspaces,https://www.crunchbase.com/organization/brickspaces,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-04-24,Seed,,,,Yes,_blaenk is a platform for retail space brokerage.,"Consulting, E-Commerce, Real Estate, Retail",,https://brickspaces.de/,,1000000,EUR,1173349,Seed,3,BitStone Capital,1,,BitStone Capital,"106,360"
Seed Round - cdt.digital,https://www.crunchbase.com/funding_round/cdt-digital-seed--2bac9cc2,cdt.digital,https://www.crunchbase.com/organization/cdt-digital,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-12-01,Seed,,,,Yes,"Technology Consultancy, Company Builder, Tech",Information Technology,,https://cdt.digital,Less than $1M,,,,Seed,1,,,,,"583,468"
Seed Round - CheMondis,https://www.crunchbase.com/funding_round/chemondis-gmbh-seed--a7524894,CheMondis,https://www.crunchbase.com/organization/chemondis-gmbh,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,CheMondis is a B2B marketplace for chemicals.,"Chemical, E-Commerce, Marketplace",,https://www.chemondis.com,$1M to $10M,,,,Seed,1,LANXESS,1,1,LANXESS,"453,395"
Series D - CHRONEXT,https://www.crunchbase.com/funding_round/chronext-series-d--42f3930e,CHRONEXT,https://www.crunchbase.com/organization/chronext,Series D,"Cologne, Nordrhein-Westfalen, Germany, Europe",34000000,USD,34000000,2018-01-11,Late Stage Venture,,,,Yes,"Chronext is is a full-service platform for luxury watch trading where clients can buy, sell luxury watches.","Collectibles, E-Commerce, Fashion, Lifestyle, Retail",,https://www.chronext.com,$100M to $500M,116629212,USD,116629212,Late Stage Venture,5,"Endeit Capital, TEV Ventures",2,,"Endeit Capital, TEV Ventures","556,699"
Series A - DeepL,https://www.crunchbase.com/funding_round/linguee-series-a--afd5857c,DeepL,https://www.crunchbase.com/organization/linguee,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-12-03,Early Stage Venture,,,,Yes,"DeepL is a software company that offers a communication platform for AI based translation, editing, and writing services.","Artificial Intelligence (AI), Generative AI, Software, Translation Service",,https://www.deepl.com/,Less than $1M,400000000,USD,400000000,,5,Benchmark,2,,"b2venture, Benchmark","582,867"
Venture Round - EINHUNDERT Energy,https://www.crunchbase.com/funding_round/einhundert-energy-series-unknown--8c43bba5,EINHUNDERT Energy,https://www.crunchbase.com/organization/einhundert-energy,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-11-12,,,,,Yes,EINHUNDERT Energy develops smart services around green and digital energy supply for tenants.,"Billing, Energy, Energy Efficiency, Energy Management, GreenTech, Renewable Energy, Solar",,https://einhundert.de/,$1M to $10M,6500000,EUR,7380945,,3,NRW.BANK,1,,NRW.BANK,"286,821"
Seed Round - envelio,https://www.crunchbase.com/funding_round/envelio-seed--40681a3b,envelio,https://www.crunchbase.com/organization/envelio,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1153770,2018-05-29,Seed,,,,Yes,envelio is a cloud based smart grid platform.,"Analytics, Artificial Intelligence (AI), Cloud Computing, Electrical Distribution, Enterprise Software, Machine Learning, Power Grid, SaaS, Smart Cities, Software",,https://envelio.com,$1M to $10M,7071429,EUR,7945711,M&A,3,"Demeter Partners, HTGF | High-Tech Gruenderfonds",2,1,"Demeter Partners, HTGF | High-Tech Gruenderfonds","364,160"
Seed Round - epilot,https://www.crunchbase.com/funding_round/e-pilot-seed--b011ab71,epilot,https://www.crunchbase.com/organization/e-pilot,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-12-06,Seed,,,,Yes,The SaaS platform for a new energy world.,"B2B, Cloud Computing, Enterprise Software, SaaS, Software",,https://epilot.cloud/,Less than $1M,10000000,EUR,10819045,,5,,,,,"412,673"
Seed Round - Fasciotens,https://www.crunchbase.com/funding_round/fasciotens-seed--8a1c66cc,Fasciotens,https://www.crunchbase.com/organization/fasciotens,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",2600000,EUR,3062931,2018-06-08,Seed,,,,Yes,"Fasciotens helps with the open abdomen - increase the odds, reduce the risks.","Health Care, Hospital, Life Science",,http://www.fasciotens.de/en/,Less than $1M,2600000,EUR,3062931,Seed,2,,1,,coparion,"351,100"
Pre Seed Round - gasido,https://www.crunchbase.com/funding_round/gasido-pre-seed--a5f22709,gasido,https://www.crunchbase.com/organization/gasido,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-05-16,Seed,,,,Yes,gasido is a procurement platform for industrial gases.,"Industrial, Oil and Gas, Small and Medium Businesses",,https://www.gasido.de,,,,,Seed,1,,1,,NCA,"243,777"
Series D - GreenPocket,https://www.crunchbase.com/funding_round/greenpocket-series-d--a75cafba,GreenPocket,https://www.crunchbase.com/organization/greenpocket,Series D,"Cologne, Nordrhein-Westfalen, Germany, Europe",3100000,EUR,3616388,2018-08-30,Late Stage Venture,,,,Yes,GreenPocket is a leading specialist for consumption visualization and energy management.,"Artificial Intelligence (AI), Data Visualization, Energy Efficiency, Energy Management, GreenTech, Information Technology, Machine Learning, Renewable Energy, Smart Home, Software",,https://www.greenpocket.com/,$1M to $10M,11621452,USD,11621452,Late Stage Venture,4,,,,,"584,114"
Pre Seed Round - Heysite,https://www.crunchbase.com/funding_round/heysite-pre-seed--327264b8,Heysite,https://www.crunchbase.com/organization/heysite,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2018-07-20,Seed,,,,Yes,"Heysite redefine the way people create a website: for free, easy, in a minute and on any device.",Content,,https://heysite.io,Less than $1M,,,,Seed,1,Next Media Accelerator,1,,Next Media Accelerator,"249,385"
Series B - Homelike,https://www.crunchbase.com/funding_round/homelike-series-b--e8de7a17,Homelike,https://www.crunchbase.com/organization/homelike,Series B,"Köln, Nordrhein-Westfalen, Germany, Europe",14000000,USD,14000000,2018-08-23,Early Stage Venture,,,,Yes,Homelike is an online platform for temporary furnished apartment and serviced apartment rentals for businesses and corporate travelers.,"Furniture, Real Estate, Rental, Rental Property, Travel, Travel Accommodations",,https://www.thehomelike.com/,$10M to $50M,18756282,USD,18756282,M&A,3,Spark Capital,4,3,"Cherry Ventures, coparion, Lurssen, Spark Capital","275,126"
Pre Seed Round - Impect GmbH,https://www.crunchbase.com/funding_round/impect-gmbh-pre-seed--6d580610,Impect GmbH,https://www.crunchbase.com/organization/impect-gmbh,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",120000,EUR,144129,2018-01-01,Seed,2500000,EUR,3002693,Yes,Data Provider for next level footbal data,,,https://www.impect.com,,120000,EUR,144129,Seed,1,22 Invest,1,,22 Invest,"518,691"
Seed Round - insoro GmbH,https://www.crunchbase.com/funding_round/insoro-seed--30a7ea45,insoro GmbH,https://www.crunchbase.com/organization/insoro,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,Insoro is a finance software platform for investment professionals.,"Financial Services, FinTech, Information Technology, Software, Wealth Management",,https://www.insoro.com/,,,,,Seed,1,STARTPLATZ,1,,STARTPLATZ,"655,852"
Series B - itravel,https://www.crunchbase.com/funding_round/itravel-series-b--63491873,itravel,https://www.crunchbase.com/organization/itravel,Series B,"Cologne, Nordrhein-Westfalen, Germany, Europe",6000000,EUR,7349276,2018-04-05,Early Stage Venture,,,,Yes,itravel provides customized online mobile leisure booking.,"Tourism, Transportation, Travel Agency",,http://www.itravel.de,$1M to $10M,26300000,EUR,30343446,Early Stage Venture,8,VCDE Venture Partners,5,3,"BA4V, Expon Capital, HOWZAT Partners, TA Ventures, VCDE Venture Partners","487,899"
Venture Round - Learnship,https://www.crunchbase.com/funding_round/learnship-series-unknown--20baefe8,Learnship,https://www.crunchbase.com/organization/learnship,Venture - Series Unknown,"Köln, Nordrhein-Westfalen, Germany, Europe",10000000,EUR,12256344,2018-01-22,,,,,Yes,Learnship offers is an online corporate language learning delivered via a proprietary web conferencing solution.,"Education, Language Learning, Training",,http://www.learnship.com,$1B to $10B,10000000,EUR,12256344,,3,THI Investments,2,2,"Capnamic Ventures, THI Investments","432,141"
