Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
2trde,https://www.crunchbase.com/organization/2trde,Active,,"Automotive, Software","Munich, Bayern, Germany",2trde develops a software solution designed for B2B car trade and mobility providers.,"57,123","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2017-01-01,year,,,,,For Profit,https://www.2trde.com,,,https://www.linkedin.com/company/2trde/https://www.linkedin.com/company/2trde/,2trde accelerates B2B used car trading!,"Software, Transportation",1,11-50,Johannes Stoffel,2,Seed,2022-03-09,7000000,EUR,7751500,Seed,7000000,EUR,7751500,Seed,7000000,EUR,7751500,7000000,EUR,7751500,"Plug and Play, Aster, Maniv Mobility, Adevinta Ventures",3,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
36ZERO Vision,https://www.crunchbase.com/organization/fotonow-ba2b,Active,,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Manufacturing","Munich, Bayern, Germany",36ZEROVision is an AI-powered visual inspection system(SaaS) to identify and solve a wide range of manufacturing quality issues.,"51,326","European Union (EU), Europe, Middle East, and Africa (EMEA)",81671,$1M to $10M,2019-01-01,year,,,,,For Profit,https://36zerovision.com/,,,https://www.linkedin.com/company/36zero-vision/,"36ZEROVision is an AI-powered visual inspection system developed to identify and solve a wide range of manufacturing quality issues. It offers fully automated error tracking and identification for optimized manufacturing agility and quality, factory throughput, and capital spending.","Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",2,11-50,"Florian Ziesche, Zeeshan Karamat",2,Seed,2021-09-13,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"Alchemist Accelerator, Join Capital",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
3Bears Foods,https://www.crunchbase.com/organization/3bears-foods,Active,,Food and Beverage,"Munich, Bayern, Germany",3Bears Foods enable a balanced and delicious breakfast for everyone.,"275,817","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2015-01-01,year,,,,,For Profit,https://3bears.de/,,https://www.facebook.com/3bearsporridge/,https://in.linkedin.com/company/3bears,3Bears Foods enable a balanced and delicious breakfast for everyone.,Food and Beverage,2,11-50,"Caroline Steingruber, Tim Nichols",1,Seed,2017-06-01,,,,Seed,,,,Seed,,,,,,,Freigeist Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
3dTrust,https://www.crunchbase.com/organization/3dtrust,Active,,"3D Printing, Manufacturing, Software","Munich, Bayern, Germany",3dTrust helps companies integrate 3D printing in their supply chain.,"134,694","European Union (EU), Europe, Middle East, and Africa (EMEA)",80797,Less than $1M,2015-01-01,year,,,,,For Profit,http://3dtrust.de,https://twitter.com/3dTrust,,https://www.linkedin.com/company/3dtrust,"3dTrust helps companies integrate 3D printing in their supply chain. With the development of 3D printing current supply chains will be disrupted; goods will no longer be shipped as physical objects anymore but will more and more be exchanged as digital files until being produced locally by subsidiaries, partners or customers equipped with a 3D printer. This transformation creates new opportunities regarding production and supply chain organization as well as intellectual property protection.","Manufacturing, Software",3,1-10,"Alexandre Guérin, Andrei Mituca, Antoine Jeol",1,Early Stage Venture,2016-09-21,1000000,EUR,1119069,Series A,1000000,EUR,1119069,Series A,1000000,EUR,1119069,1000000,EUR,1119069,"Ace Capital Partners, Weare Aerospace",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
4hundred,https://www.crunchbase.com/organization/4hundred,Active,,,"Munich, Bayern, Germany",German Renewable Energy Retailer,"2,062,161","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2017-01-01,year,2019-09-01,month,,,For Profit,https://www.4hundred.com,,,https://www.linkedin.com/company/4hundred,,,,,,1,M&A,2020-01-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Veridian Ventures,,1,,Was Acquired,4hundred acquired by Octopus Energy,https://www.crunchbase.com/acquisition/octopus-energy-acquires-4hundred--69a010df,Octopus Energy,https://www.crunchbase.com/organization/octopus-energy,2019-09-01,month,,,,Acquisition,,Private,,,,,,,,,,,
abaut,https://www.crunchbase.com/organization/abaut,Active,,"Analytics, Artificial Intelligence (AI), Construction, Data Mining, Infrastructure, Internet of Things, Mining, SaaS, Software","Munich, Bayern, Germany",abaut builds a SaaS that enables businesses along the construction value chain to make better decisions and maximize their efficiency.,"219,525","European Union (EU), Europe, Middle East, and Africa (EMEA)",80992,Less than $1M,2017-07-21,day,,,,,For Profit,https://abaut.de,,,https://www.linkedin.com/company/abaut-gmbh,"abaut is a SaaS provider for the construction and mining industry. The company’s goal is the digital replication of construction and mining progress and processes by combining a multitude of data sources, which are processed with the help of AI. Their software enables site managers to make better decisions, by providing site managers a holistic view over his site. Therefore, the risk of inefficiencies, process bottlenecks and cost & schedule overruns is reduced. The company was founded in 2017 and is headquartered in Munich, Germany.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Natural Resources, Other, Real Estate, Science and Engineering, Software",4,11-50,"Dr. Markus Häupl, Dr. Matthias Wimmer, Max-David Falkner, Sebastian Kaluza",1,Seed,2020-03-20,,,,Seed,,,,Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Actyx,https://www.crunchbase.com/organization/actyx,Active,,"Information Technology, Software","Munich, Bayern, Germany",Actyx is a Munich-based Industry company that maximizes production performance though digital industry solutions.,"271,944","European Union (EU), Europe, Middle East, and Africa (EMEA)",80992,Less than $1M,2016-01-01,year,,,,,For Profit,https://www.actyx.com,https://twitter.com/actyx,,https://www.linkedin.com/company/actyx,,"Information Technology, Software",3,11-50,"Maximilian Fischer, Oliver Stollmann, Roland Kuhn",3,,2021-03-02,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,"System.One, SquareOne Venture Capital, Kulpreet Singh, Mirko Novakovic, Karl Haeusgen",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Agrando,https://www.crunchbase.com/organization/agrando,Active,,"Agriculture, AgTech, B2B, Procurement","Munich, Bayern, Germany",Agrando is an agricultural B2B distribution platform.,"34,859","European Union (EU), Europe, Middle East, and Africa (EMEA)",80992,,2017-08-17,day,,,,,For Profit,https://www.agrando.com,https://twitter.com/agrando,https://www.facebook.com/agrando.de,https://www.linkedin.com/company/agrando,Agrando serves all participants involved in the agri-trade as a tool for communication and information procurement as well as processing and administration of transactions.,"Agriculture and Farming, Other, Transportation",5,101-250,"Christian Schultz, Jonas Hueber, Jonathan Bernwieser, Moritz von Oertzen, Roger Schwarz",3,Early Stage Venture,2021-07-05,12000000,EUR,14238591,Series A,12000000,EUR,14238591,Series A,12000000,EUR,14238591,12000000,EUR,14238591,"Sony Innovation Fund, Yabeo, Baltic Ventures, June Fund, CIMEDO",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
air up,https://www.crunchbase.com/organization/air-up,Active,,"Consumer, Food and Beverage, Manufacturing, Retail","Munich, Bayern, Germany",air up is a provider of drinking bottle system that provides scent-flavored water.,"6,147","European Union (EU), Europe, Middle East, and Africa (EMEA)",80335,$100M to $500M,2018-01-01,year,,,,,For Profit,https://shop.air-up.com,https://x.com/airup_official,https://www.facebook.com/airup.official,https://www.linkedin.com/company/air-up,air up is a provider of a drinking bottle system that provides scent-flavored water. The innovation uses retronasal olfaction—where the brain perceives scent through the mouth as taste—to allow the user to enjoy flavored water without added sugars or artificial ingredients.,"Commerce and Shopping, Food and Beverage, Manufacturing, Other",5,251-500,"Fabian Schlang, Jannis Koppitz, Lena Jüngst, Simon Nüesch, Tim Jäger",5,,2021-09-28,40000000,EUR,46744590,Venture - Series Unknown,40000000,EUR,46744590,Venture - Series Unknown,58000000,EUR,67922929,58000000,EUR,67922929,"PepsiCo, Five Seasons Ventures, Ippen Media, Oyster Bay Venture Capital, Freigeist Capital",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Airgreets,https://www.crunchbase.com/organization/airgreets,Active,,"Hospitality, Professional Services, Sharing Economy","Munich, Bayern, Germany",Short-term rental made easy! Airgreets HOME: vacation rentals in holiday regions & Airgreets CITY: homesharing in cities,"88,304","European Union (EU), Europe, Middle East, and Africa (EMEA)",81379,$1M to $10M,2016-01-01,year,2020-06-18,day,,,For Profit,http://www.airgreets.com,,https://www.facebook.com/airgreets,https://www.linkedin.com/company/airgreets,"Why can't renting out my apartment, house, chalet or hut be completely uncomplicated? That's right, we asked ourselves that too. Right from the start, our focus was on looking after apartments. The initial idea gradually grew to meet the changing needs of our customers. Meanwhile we’re humble to have won the trust of over 1,000 home owners in 5 countries. As soon as the keys are handed over to Airgreets, the rental and marketing are fully automated and from a single source. Our all-in-one solution includes, in addition to complete marketing on the most popular booking portals (with dynamic price adjustments), complete support for guests (in advance, during their stay and afterwards). And yes, we also take care of cleaning, laundry and handing over the keys! With Airgreets CITY you can participate in the sharing economy in cities in Germany, Austria and Switzerland by means of home sharing and Airgreets HOME helps you to market your holiday home in the holiday and holiday regions.","Other, Travel and Tourism",3,11-50,"Florian Archer, Julian Ritter, Sebastian Drescher",3,M&A,2019-03-08,,,,Seed,,,,Seed,1000000,EUR,1241245,1000000,EUR,1241245,"STARTPLATZ, Ringier Digital Ventures",2,2,,Was Acquired,Airgreets acquired by Guestia,https://www.crunchbase.com/acquisition/guestia-0562-acquires-airgreets--0dfd2223,Guestia,https://www.crunchbase.com/organization/guestia-0562,2020-06-18,day,,,,Acquisition,,Private,,,,,,,,,,,
Alasco,https://www.crunchbase.com/organization/alasco,Active,,"Computer, Financial Services, Software","Munich, Bayern, Germany",Alasco is a digital firm that offers financial management for company stakeholders.,"13,692","European Union (EU), Europe, Middle East, and Africa (EMEA)",80802,$10M to $50M,2018-01-01,year,,,,,For Profit,https://www.alasco.de,,https://www.facebook.com/alasco.software,https://www.linkedin.com/company/alasco-gmbh,"Alasco supports project controllers and developers through automated workflows and the availability of financial data placed in a central information source. This increases the productivity of the participants. This method also decreases the probability of errors, assures comprehensive transparency, and faster decision-making.","Consumer Electronics, Financial Services, Hardware, Software",3,101-250,"Anselm Bauer, Benjamin Guenther, Sebastian Schuon",5,Early Stage Venture,2022-01-11,40000000,USD,40000000,Series B,40000000,USD,40000000,Series B,48456135,USD,48456135,48456135,USD,48456135,"Insight Partners, Lightrock, HV Capital, Picus Capital, Global Founders Capital",5,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
AlfaDocs,https://www.crunchbase.com/organization/alfadocs,Active,,"Dental, Health Care, Medical, SaaS, Software","Munich, Bayern, Germany",AlfaDocs is a practice management system that connects doctors and facilitates patient care.,"24,998","European Union (EU), Europe, Middle East, and Africa (EMEA)",80335,$1M to $10M,2016-01-01,year,,,,,For Profit,https://www.alfadocs.com/it,,https://www.facebook.com/alfadocs.ita,https://www.linkedin.com/company/alfadocs,"AlfaDocs is a practice management system designed for healthcare professionals. It connects doctors and patients through a cloud-based platform and provides tools for digitalization, centralization, automation, and integration. AlfaDocs serves the healthcare industry, particularly in dentistry and general medical practice.","Health Care, Software",2,11-50,"Fabian Zolk, Niklas Fischer-Riepe",2,,2023-02-10,2000000,EUR,2137700,Venture - Series Unknown,2000000,EUR,2137700,Venture - Series Unknown,3600000,EUR,4069029,3600000,EUR,4069029,"Bayern Kapital, BayBG Venture Capital, SaaSgarage, Achim Lederle",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Alyne,https://www.crunchbase.com/organization/alyne,Active,,"Consulting, Information Technology, Risk Management, SaaS, Security, Software","Munich, Bayern, Germany",Alyne is a Munich based B2B RegTech offering organisations risk insight capabilities through a software as a service.,"63,100","European Union (EU), Europe, Middle East, and Africa (EMEA)",80339,$1M to $10M,2015-01-01,year,2021-09-22,day,,,For Profit,https://www.alyne.com,https://twitter.com/alyne,https://www.facebook.com/AlyneDotCom,https://www.linkedin.com/company/alyne,"Alyne is an IT driven platform for defining common rules, assessing adherence and identifying related risk. The platform supports organisations in implementing legal and regulatory requirements across industry sectors, determining maturity, aligning with industry standards and sharing subject matter expertise. Alyne provides membership to the platform, usage of centrally hosted software and related consulting services.","Information Technology, Privacy and Security, Professional Services, Software",4,11-50,"Karl Viertel, Manuel Reil, Matthias Danner, Stefan Sulistyo",3,M&A,2018-11-27,3000000,EUR,3389153,Series A,3000000,EUR,3389153,Series A,3509153,USD,3509153,3509153,USD,3509153,"Techstars, Alstin Capital, Hannover Digital Investments",2,3,,Was Acquired,Alyne acquired by Mitratech,https://www.crunchbase.com/acquisition/mitratech-holdings-inc-acquires-alyne--486ac1c4,Mitratech,https://www.crunchbase.com/organization/mitratech-holdings-inc,2021-09-22,day,,,,Acquisition,,Private,,,,,,,,,,,
Ampeers Energy,https://www.crunchbase.com/organization/ampeers-energy,Active,,"Energy, Real Estate, Renewable Energy, Software","Munich, Bayern, Germany",Ampeers Energy develops energy management software for companies in the real estate industry.,"221,215","European Union (EU), Europe, Middle East, and Africa (EMEA)",80335,$10M to $50M,2019-01-01,year,,,,,For Profit,https://ampeersenergy.de/,https://twitter.com/ampeerse?lang=en,https://www.facebook.com/Ampeers-Energy-GmbH-109135650540629/,https://www.linkedin.com/company/ampeersenergy/,Ampeers Energy supports the real estate industry with intelligent software solutions. They offer companies in the real estate industry software-based services to reduce the CO2 footprint of their real estate. The platform provides an ICT ecosystem that is made up of various applications.,"Energy, Real Estate, Software, Sustainability",1,51-100,Tobias Muller,2,,2024-03-07,,,,Corporate Round,,,,Corporate Round,,,,,,,"SolarEdge Technologiesa, BIG, Sistems",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Apostera,https://www.crunchbase.com/organization/apostera,Active,,"Augmented Reality, Automotive, Computer Vision, Sensor, Software, Telecommunications","Munich, Bayern, Germany",Apostera is automotive company offering set of innovative products world-wide.,"100,823","European Union (EU), Europe, Middle East, and Africa (EMEA)",85774,Less than $1M,2017-03-15,day,2022-02-10,day,,,For Profit,http://apostera.com,,https://www.facebook.com/pg/Apostera,https://www.linkedin.com/company/apostera/,"Apostera is automotive company offering set of innovative products world-wide. Having headquarter in Germany we're addressing demand in Europe, North America and Asia. Possessing outstanding advanced engineering talent, Apostera creates open ADAS software platform as basis for set of solutions to assist driver and introduce new driving experience. Their software solutions, like true augmented reality, advanced camera-based perception and fusion solution, augmented surrounding view monitoring system, vehicle-to-vehicle and to-infrastructure components are supposed to help introducing changes and bringing mobility world to the new era of autonomous driving.","Hardware, Software, Transportation",3,51-100,"Andrey Golubinskiy, Mikhail Sokirnik, Victor Samoylenko",2,M&A,2019-04-06,,,,Convertible Note,1000000,USD,1000000,Seed,1000000,USD,1000000,1000000,USD,1000000,"SMRK VC Fund, ICU Ventures",1,2,,Was Acquired,Apostera acquired by Harman,https://www.crunchbase.com/acquisition/harman-international-acquires-apostera--e95f3b79,Harman,https://www.crunchbase.com/organization/harman-international,2022-02-10,day,,,,Acquisition,,Private,,,,,,,,,,,2
Arculus,https://www.crunchbase.com/organization/arculus,Active,,"Industrial Automation, Logistics, Manufacturing, Software","Munich, Bayern, Germany","Arculus helps multi-variant manufacturers cope with the market's bespoke customisation demand, being more efficient and cost-effective.","23,260","European Union (EU), Europe, Middle East, and Africa (EMEA)",81671,$100M to $500M,2016-04-01,month,,,,,For Profit,https://www.arculus.de/,https://twitter.com/arculus_GmbH/,https://www.facebook.com/arculusGmbH/,https://www.linkedin.com/company/arculus-gmbh/,"Arculus provides hardware and software solutions for industrial automation. Arculus is the company behind the modular production revolution, headquartered in Ingolstadt, Germany. This company was founded with a mission to make a more efficient and flexible production system in multi-variant industries, implementing the most innovative solutions.","Manufacturing, Science and Engineering, Software, Transportation",4,101-250,"Fabian Rusitschka, Frank Hempel, Marius Leffler, Witold Kopytynski",9,Early Stage Venture,2020-05-19,16000000,EUR,17482517,Series A,16000000,EUR,17482517,Series A,20482517,USD,20482517,21001301,USD,21001301,"EASME, SAP.iO, Atomico, EXIST, Federal Ministry for Economic Affairs and Energy (BMWi)",6,8,,,,,,,,,,,,,,Private,,,,,,,,,,,6
Ariadne,https://www.crunchbase.com/organization/ariadne-maps,Active,,"Advertising, Analytics, Artificial Intelligence (AI), Commercial Real Estate, Indoor Positioning, Location Based Services, Retail Technology, Shopping Mall, Smart Cities, Software","Munich, Bayern, Germany",Ariadne is a high technology company that provides people counting and customer flow analytics with its patented cutting edge AI technology.,"19,511","European Union (EU), Europe, Middle East, and Africa (EMEA)",81541,$1M to $10M,2019-03-25,day,,,,,For Profit,https://www.ariadne.inc/,https://twitter.com/ariadne_maps,https://www.facebook.com/ariadnemaps/,https://www.linkedin.com/company/ariadne-gmbh/,"Ariadne is a next-generation people flow analytics platform for physical retail stores, Shopping malls, Airports, and Smart cities that provides real-time people flow analytics throughout the entire shopper journey. Ariadne's solution uses signals emitted from smartphones carried by shoppers, without requiring any opt-in, and determines their exact location and journey in real-time with up to 30cm accuracy. Ariadne's solution offers several benefits to physical store businesses, such as understanding shelf and display effectiveness, optimizing category adjacencies and layout to increase conversion rates, real-time A/B testing of signage and point of sale material, enhancing the shopping experience with the right amount of employees at the right time and location, targeted staff scheduling, navigation offered to shoppers, and targeted push notifications about discounts, promotions and navigation in-store. Moreover, Ariadne's solution provides additional solutions such as ERP integration, conversion tracking, workforce management, catchment area, asset tracking, loyalty rate, and more. The platform provides accurate and certified GDPR privacy and can transform itself into a powerful omnichannel marketing and navigation tool when shoppers opt-in.","Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Navigation and Mapping, Real Estate, Sales and Marketing, Science and Engineering, Software",2,11-50,"Georgios Pipelidis, Nikos Tsiamitros",2,Early Stage Venture,2023-05-23,7000000,USD,7000000,Series A,7000000,USD,7000000,Series A,9330731,USD,9330731,9330731,USD,9330731,"Lamda Development, Marathon Venture Capital, EIT Digital Accelerator, Raoul Oberman, Sasya Terra",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Arthur Technologies,https://www.crunchbase.com/organization/arthur-technologies,Active,,"Augmented Reality, Information Technology, Software, Virtual Reality","Munich, Bayern, Germany","Arthur Technologies enables enterprises to meet, collaborate, and manage their work in a VR virtual office from anywhere.","8,891","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1B to $10B,2016-01-01,year,,,,,For Profit,https://www.arthur.digital/,https://twitter.com/arthurspaces,https://www.facebook.com/public/Arthur-Technologies,https://www.linkedin.com/company/arthur-technologies/,"Arthur provides a virtual office space where enterprises and their employees can meet, collaborate, and manage their work from anywhere. It was established in 2016 and is headquartered in Munich, Germany.","Hardware, Information Technology, Software",1,51-100,Christoph Fleischmann,3,,2021-09-17,,,,Venture - Series Unknown,,,,Venture - Series Unknown,2500000,USD,2500000,2500000,USD,2500000,"Draper Associates, s16vc, Boost VC, Duro Ventures",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Articly,https://www.crunchbase.com/organization/articly-735f,Active,,"Audio, Information Services, News","Munich, Bayern, Germany",Articly app for reading newspapers,"162,619","European Union (EU), Europe, Middle East, and Africa (EMEA)",80335,,2019-01-01,year,,,,,For Profit,https://www.articly.de,https://twitter.com/articly_app,https://www.facebook.com/articlyapp,https://www.linkedin.com/company/articly-app,"ARTICLY gives discerning media consumers access to high-quality content in the form of spoken-aloud audio publications. This is accomplished by selecting articles from leading German-language publishers, incorporating professional soundtracks, and making them available centrally by subscription. This helps you to stay up to date while also learning the backstory of the top stories, despite your restricted time.","Content and Publishing, Information Technology, Media and Entertainment, Music and Audio",,1-10,,1,Seed,2023-04-25,70000,EUR,76847,Angel,70000,EUR,76847,Angel,70000,EUR,76847,70000,EUR,76847,Carsten Maschmeyer,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Artisense Corporation,https://www.crunchbase.com/organization/artisense-corporation,Active,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Computer Vision, Geospatial, Indoor Positioning, Location Based Services, Mapping Services, Navigation, Robotics","Munich, Bayern, Germany","Artisense provides a globally leading 3D-vision technology, enabling vehicles, robots and UAVs navigate effectively in any space without GPS","176,613","European Union (EU), Europe, Middle East, and Africa (EMEA)",80805,Less than $1M,2016-01-01,year,,,,,For Profit,https://www.artisense.ai,,,https://www.linkedin.com/company-beta/7950382/,"Artisense is a frontier-tech company that provides globally leading computer vision and artificial intelligence technology and data, which enable highly-scalable cost-effective Visual Inertial Positioning Systems (VINS) for GNSS-independent autonomous navigation.","Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Navigation and Mapping, Science and Engineering, Software, Transportation",1,11-50,Andrej Kulikov,2,Seed,2018-04-16,4100000,EUR,5077406,Seed,4100000,EUR,5077406,Seed,5327406,USD,5327406,5327406,USD,5327406,"Vito Ventures, Project A Ventures, Chris Hitchen",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,1
ATAI Life Sciences,https://www.crunchbase.com/organization/atai-life-sciences-ag,Active,,"Biotechnology, Health Care, Life Science, Mental Health, Therapeutics","Munich, Bayern, Germany",ATAI Life Sciences develops innovative mental health treatments that address significant unmet medical needs.,"63,553","European Union (EU), Europe, Middle East, and Africa (EMEA)",80333,Less than $1M,2018-01-01,year,2021-06-17,day,,,For Profit,http://atai.life,https://twitter.com/ATAI_life,https://www.facebook.com/ATAI-Life-Sciences-203838193672014,https://www.linkedin.com/company/atai-life-sciences,"ATAI is a global biotech company builder that leverages a decentralized, technology- and data-driven platform model to serve millions of people suffering from mental health disorders. The company is committed to acquiring and efficiently developing innovative treatments that address significant unmet medical needs and lead to paradigm shifts in the mental health space. ATAI Life Sciences was founded in 2018 and is based in Munich, Bayern, Germany.","Biotechnology, Health Care, Science and Engineering",4,101-250,"Christian Angermayer, Florian Brand, Lars Christian Wilde, Srinivas Rao",11,IPO,2022-08-15,175000000,USD,175000000,Post-IPO Debt,,,,Undisclosed,322100000,USD,322100000,522100000,USD,522100000,"Gaingels, Hercules Capital, Alpha Wave Global, FJ Labs, Catalio Capital Management",9,43,4,Made Acquisitions,,,,,,,,,,,,Public,2021-06-17,225000000,USD,225000000,2288535000,USD,2288535000,ATAI,https://www.crunchbase.com/ipo/atai-life-sciences-ag-ipo--7917784b,NASDAQ,
BANOVO,https://www.crunchbase.com/organization/banovo,Active,,"Construction, Home Renovation, Interior Design","Munich, Bayern, Germany",BANOVO is a construction company that specializes in bathroom renovation.,"122,857","European Union (EU), Europe, Middle East, and Africa (EMEA)",81541,,2015-05-01,month,,,,,For Profit,https://www.banovo.de/,https://twitter.com/banovo_de,https://www.facebook.com/banovo,https://www.linkedin.com/company/banovo-gmbh/,"BANOVO is a bathroom renovation company. They offer wall design, bathroom floors, lighting, and materials. Their services include bathroom floor plans, l-shaped bathrooms, mini baths, guest toilet design, and visually enlarging a small bathroom.","Design, Real Estate",2,51-100,"Mareike Waechter, Michael Dreimann",2,Early Stage Venture,2021-04-01,,,,Series A,,,,Series A,1300000,EUR,1477219,1300000,EUR,1477219,"Felix Jahn, WENVEST Capital, ApolloCapital, HW Capital, Dquadrat Equity Partner",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
bao solutions,https://www.crunchbase.com/organization/bao-solutions,Active,,"Analytics, Artificial Intelligence (AI), B2B, SaaS, Sales, Software","Munich, Bayern, Germany",Europe´s #1 Conversation Intelligence Platform for Sales Teams,"47,948","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2017-01-01,year,,,,,For Profit,https://www.bao.ai,,https://www.facebook.com/bao-solutions-1966973956685164/,https://www.linkedin.com/company/baosolutions/,"bao is a German Sales-Tech-Company that helps sales teams to systematically and measurably improve their decision-making and continously increase conversion rates along the sales process (meeting rate & win rate). bao’s Conversation Intelligence software supports sales reps by identifying success factors in their conversations and assures that best practices are consistently applied by the whole team. By using dynamic talk tracks, structured and analyzable data is created from which sales teams can continuously improve and increase their deal-win rate.","Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software",3,11-50,"Benedikt Reschberger, Patrick Strunkmann-Meister, Sven Holberg",2,Seed,2021-08-03,2500000,EUR,2967363,Seed,2500000,EUR,2967363,Seed,3500000,EUR,4151583,3500000,EUR,4151583,"Peak, BayBG Venture Capital, SaaSgarage, Alexander Bruehl",3,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Beducated,https://www.crunchbase.com/organization/beducated,Active,,Health Care,"Munich, Bayern, Germany",Beducated is the #1 resource for improving sexual health & happiness.,"55,259","European Union (EU), Europe, Middle East, and Africa (EMEA)",81673,Less than $1M,2019-01-01,year,,,,,For Profit,https://beducated.com,,,https://www.linkedin.com/company/11823611/,"Beducated is a sexual education platform that delivers premium courses on mindful sex and relationships. It creates educational content for soulful lovers, open-minded people, and people looking for a joyful sex life. Every day, it enables people to become extraordinary lovers.",Health Care,2,11-50,"Mariah Freya, Phil Steinweber",3,Seed,2021-06-01,400000,EUR,488700,Seed,400000,EUR,488700,Seed,900000,EUR,1035475,900000,EUR,1035475,JVH Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Bernstein.io,https://www.crunchbase.com/organization/bernstein,Active,,"Bitcoin, Blockchain, Intellectual Property, Legal, Project Management, SaaS","Munich, Bayern, Germany",Bernstein allows companies to create a digital trail of records of their innovation processes using blockchain technology.,"124,579","European Union (EU), Europe, Middle East, and Africa (EMEA)",80331,Less than $1M,2016-09-01,month,,,,,For Profit,https://www.bernstein.io/,https://twitter.com/Bernstein_io,https://www.facebook.com/bernstein.io/,https://www.linkedin.com/company/bernstein-technologies-gmbh/,"Bernstein provides intellectual property management solutions. It provides a notarization platform that allows individuals, companies, and institutions to secure trade secrets, fight patent trolls, and prepare a prior use defense.  Bernstein allows users to create a trail of records of the whole innovation process on the bitcoin blockchain, link subsequent updates and proofs of use, and disclose them on a public database and IPFS; and receive a blockchain certificate that can prove existence, integrity, and ownership. Florian Weigand, Marco Barulli, and Paul Reboh founded it in 2016, with its headquarters in Munich in Germany.","Administrative Services, Blockchain and Cryptocurrency, Financial Services, Other, Payments, Professional Services, Software",3,1-10,"Jean-Maxime Riviere, Marco Barulli, Paul Reboh",2,Seed,2018-07-17,270000,EUR,314638,Seed,270000,EUR,314638,Seed,270000,EUR,314638,270000,EUR,314638,"Wayra, Motu Ventures",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
